caminho_relativo,nome_arquivo,extensao,tamanho_bytes,tamanho_legivel,data_modificacao,data_criacao,path,path_l,name_l,categoria_sugerida,dup_tipo
instagram-growth-map-2025.md,instagram-growth-map-2025.md,.md,21535,21.03 KB,2025-12-27 19:05,2025-12-27 19:05,instagram-growth-map-2025.md,instagram-growth-map-2025.md,instagram-growth-map-2025.md,CONTEUDO_INSTAGRAM,MESMO_NOME_EXT
2_ARQUIVOS_SOLTOS\Markdowns\instagram_branding_completo.md,instagram_branding_completo.md,.md,32420,31.66 KB,2025-12-22 11:34,2025-12-27 22:21,2_ARQUIVOS_SOLTOS\Markdowns\instagram_branding_completo.md,2_arquivos_soltos\markdowns\instagram_branding_completo.md,instagram_branding_completo.md,CONTEUDO_INSTAGRAM,MESMO_NOME_EXT_TAMANHO
2_ARQUIVOS_SOLTOS\Markdowns\instagram_branding_completo.md,instagram_branding_completo.md,.md,32420,31.66 KB,2025-12-22 11:34,2025-12-27 22:21,2_ARQUIVOS_SOLTOS\Markdowns\instagram_branding_completo.md,2_arquivos_soltos\markdowns\instagram_branding_completo.md,instagram_branding_completo.md,CONTEUDO_INSTAGRAM,MESMO_NOME_EXT
instagram_branding_completo.md,instagram_branding_completo.md,.md,32420,31.66 KB,2025-12-22 11:34,2025-12-22 11:34,instagram_branding_completo.md,instagram_branding_completo.md,instagram_branding_completo.md,CONTEUDO_INSTAGRAM,MESMO_NOME_EXT_TAMANHO
instagram_branding_completo.md,instagram_branding_completo.md,.md,32420,31.66 KB,2025-12-22 11:34,2025-12-22 11:34,instagram_branding_completo.md,instagram_branding_completo.md,instagram_branding_completo.md,CONTEUDO_INSTAGRAM,MESMO_NOME_EXT
2_ARQUIVOS_SOLTOS\Markdowns\protocolo-12-2-instagram-facebook-ads.md,protocolo-12-2-instagram-facebook-ads.md,.md,2792,2.73 KB,2025-12-27 19:42,2025-12-27 22:21,2_ARQUIVOS_SOLTOS\Markdowns\protocolo-12-2-instagram-facebook-ads.md,2_arquivos_soltos\markdowns\protocolo-12-2-instagram-facebook-ads.md,protocolo-12-2-instagram-facebook-ads.md,CONTEUDO_INSTAGRAM,MESMO_NOME_EXT_TAMANHO
2_ARQUIVOS_SOLTOS\Markdowns\protocolo-12-2-instagram-facebook-ads.md,protocolo-12-2-instagram-facebook-ads.md,.md,2792,2.73 KB,2025-12-27 19:42,2025-12-27 22:21,2_ARQUIVOS_SOLTOS\Markdowns\protocolo-12-2-instagram-facebook-ads.md,2_arquivos_soltos\markdowns\protocolo-12-2-instagram-facebook-ads.md,protocolo-12-2-instagram-facebook-ads.md,CONTEUDO_INSTAGRAM,MESMO_NOME_EXT
protocolo-12-2-instagram-facebook-ads.md,protocolo-12-2-instagram-facebook-ads.md,.md,2792,2.73 KB,2025-12-27 19:42,2025-12-27 19:42,protocolo-12-2-instagram-facebook-ads.md,protocolo-12-2-instagram-facebook-ads.md,protocolo-12-2-instagram-facebook-ads.md,CONTEUDO_INSTAGRAM,MESMO_NOME_EXT_TAMANHO
protocolo-12-2-instagram-facebook-ads.md,protocolo-12-2-instagram-facebook-ads.md,.md,2792,2.73 KB,2025-12-27 19:42,2025-12-27 19:42,protocolo-12-2-instagram-facebook-ads.md,protocolo-12-2-instagram-facebook-ads.md,protocolo-12-2-instagram-facebook-ads.md,CONTEUDO_INSTAGRAM,MESMO_NOME_EXT
2_ARQUIVOS_SOLTOS\Markdowns\protocolo_instagram_50k.md,protocolo_instagram_50k.md,.md,49526,48.37 KB,2025-12-23 20:18,2025-12-27 22:21,2_ARQUIVOS_SOLTOS\Markdowns\protocolo_instagram_50k.md,2_arquivos_soltos\markdowns\protocolo_instagram_50k.md,protocolo_instagram_50k.md,CONTEUDO_INSTAGRAM,MESMO_NOME_EXT_TAMANHO
2_ARQUIVOS_SOLTOS\Markdowns\protocolo_instagram_50k.md,protocolo_instagram_50k.md,.md,49526,48.37 KB,2025-12-23 20:18,2025-12-27 22:21,2_ARQUIVOS_SOLTOS\Markdowns\protocolo_instagram_50k.md,2_arquivos_soltos\markdowns\protocolo_instagram_50k.md,protocolo_instagram_50k.md,CONTEUDO_INSTAGRAM,MESMO_NOME_EXT
protocolo_instagram_50k.md,protocolo_instagram_50k.md,.md,49526,48.37 KB,2025-12-23 20:18,2025-12-28 11:30,protocolo_instagram_50k.md,protocolo_instagram_50k.md,protocolo_instagram_50k.md,CONTEUDO_INSTAGRAM,MESMO_NOME_EXT_TAMANHO
protocolo_instagram_50k.md,protocolo_instagram_50k.md,.md,49526,48.37 KB,2025-12-23 20:18,2025-12-28 11:30,protocolo_instagram_50k.md,protocolo_instagram_50k.md,protocolo_instagram_50k.md,CONTEUDO_INSTAGRAM,MESMO_NOME_EXT
