"caminho_relativo","nome_arquivo","extensao","tamanho_bytes","tamanho_legivel","data_modificacao","data_criacao"
"2_ARQUIVOS_SOLTOS\Markdowns\RELATÓRIO COMPLETO - PORTAL DRA. KARINA (PARTE 1 DO CHAT).md","RELATÓRIO COMPLETO - PORTAL DRA. KARINA (PARTE 1 DO CHAT).md",".md","18625","18.19 KB","2025-12-21 21:12","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\Markdowns\RESUMO EXECUTIVO - PORTAL DRA. KARINA RODOVANSKI.md","RESUMO EXECUTIVO - PORTAL DRA. KARINA RODOVANSKI.md",".md","10842","10.59 KB","2025-12-21 21:15","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\Markdowns\Resumo_Executivo_GPT_Karina.md","Resumo_Executivo_GPT_Karina.md",".md","2726","2.66 KB","2025-12-23 13:17","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\Markdowns\Rodovansky-20-Combos-Karina.md","Rodovansky-20-Combos-Karina.md",".md","14335","14 KB","2025-12-15 14:55","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\Markdowns\rodovansky-compilado-v2.md","rodovansky-compilado-v2.md",".md","20269","19.79 KB","2025-12-06 18:13","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\Markdowns\Sintese-Executiva-Instituto-Rodovansky.md","Sintese-Executiva-Instituto-Rodovansky.md",".md","9909","9.68 KB","2025-12-13 09:29","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\BONUS 13 PASSOS PARA BOMBAR NO INSTAGRAM.pdf","BONUS 13 PASSOS PARA BOMBAR NO INSTAGRAM.pdf",".pdf","1616034","1.54 MB","2025-12-22 13:36","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\Como crescer no instagram hackeando o algoritmo.pdf","Como crescer no instagram hackeando o algoritmo.pdf",".pdf","1585381","1.51 MB","2025-12-22 13:36","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\DRA_KARINA_2_PAGINAS_CORRIGIDO.pdf","DRA_KARINA_2_PAGINAS_CORRIGIDO.pdf",".pdf","1086384","1.04 MB","2025-12-20 15:10","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\DRA_KARINA_3_PAGINAS.pdf","DRA_KARINA_3_PAGINAS.pdf",".pdf","41081","40.12 KB","2025-12-20 14:18","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\ENGAJANDO INSTAGRAM (2).pdf","ENGAJANDO INSTAGRAM (2).pdf",".pdf","1246135","1.19 MB","2025-12-22 13:36","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\ENGAJANDO INSTAGRAM.pdf","ENGAJANDO INSTAGRAM.pdf",".pdf","1246135","1.19 MB","2025-12-22 13:36","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\Guia_completo_do_Instagram_para_o_seu_negócio_desde_os_primeiros (2).pdf","Guia_completo_do_Instagram_para_o_seu_negócio_desde_os_primeiros (2).pdf",".pdf","2381112","2.27 MB","2025-12-22 13:36","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\Guia_completo_do_Instagram_para_o_seu_negócio_desde_os_primeiros.pdf","Guia_completo_do_Instagram_para_o_seu_negócio_desde_os_primeiros.pdf",".pdf","2125179","2.03 MB","2025-12-22 13:36","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\Guia_Producao_Visual_Instituto_Rodovansky.pdf","Guia_Producao_Visual_Instituto_Rodovansky.pdf",".pdf","3576","3.49 KB","2025-12-06 17:48","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INSTAGRAM HACKING USANDO O TERMUX ANDROID APP (2).pdf","INSTAGRAM HACKING USANDO O TERMUX ANDROID APP (2).pdf",".pdf","125105","122.17 KB","2025-12-22 13:36","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INSTAGRAM HACKING USANDO O TERMUX ANDROID APP.pdf","INSTAGRAM HACKING USANDO O TERMUX ANDROID APP.pdf",".pdf","125105","122.17 KB","2025-12-22 13:36","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\Instagram_Black_Belt_Como_deixar_seu_instagram,_em_alto_nível_Dan.pdf","Instagram_Black_Belt_Como_deixar_seu_instagram,_em_alto_nível_Dan.pdf",".pdf","1678260","1.6 MB","2025-12-22 13:37","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INTIMAX SCULPT - Método Completo (1).pdf","INTIMAX SCULPT - Método Completo (1).pdf",".pdf","3960058","3.78 MB","2025-12-20 15:57","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INTIMAX SCULPT - Método Completo.pdf","INTIMAX SCULPT - Método Completo.pdf",".pdf","3967564","3.78 MB","2025-12-20 15:49","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INTIMAX_COMPLETO_FINAL.pdf","INTIMAX_COMPLETO_FINAL.pdf",".pdf","6478707","6.18 MB","2025-12-20 14:52","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INTIMAX_PAGINAS_4_5_6_7.pdf","INTIMAX_PAGINAS_4_5_6_7.pdf",".pdf","167504","163.58 KB","2025-12-20 10:29","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INTIMAX_PAGINAS_5_A_10 (1).pdf","INTIMAX_PAGINAS_5_A_10 (1).pdf",".pdf","5172607","4.93 MB","2025-12-20 14:19","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INTIMAX_PAGINAS_5_A_10 (2).pdf","INTIMAX_PAGINAS_5_A_10 (2).pdf",".pdf","5172607","4.93 MB","2025-12-20 14:19","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INTIMAX_PAGINAS_5_A_10.pdf","INTIMAX_PAGINAS_5_A_10.pdf",".pdf","5172607","4.93 MB","2025-12-20 14:19","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INTIMAX_SCULPT_APRESENTACAO_FINAL (1).pdf","INTIMAX_SCULPT_APRESENTACAO_FINAL (1).pdf",".pdf","10163786","9.69 MB","2025-12-20 14:18","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INTIMAX_SCULPT_APRESENTACAO_FINAL.pdf","INTIMAX_SCULPT_APRESENTACAO_FINAL.pdf",".pdf","10163786","9.69 MB","2025-12-20 14:16","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INTIMAX_SCULPT_COMPLETO_FINAL.pdf","INTIMAX_SCULPT_COMPLETO_FINAL.pdf",".pdf","7951816","7.58 MB","2025-12-20 15:21","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INTIMAX_SCULPT_COM_FOTOS_REAIS.pdf","INTIMAX_SCULPT_COM_FOTOS_REAIS.pdf",".pdf","514409","502.35 KB","2025-12-20 15:16","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INTIMAX_SCULPT_FINAL_LIMPO.pdf","INTIMAX_SCULPT_FINAL_LIMPO.pdf",".pdf","6359302","6.06 MB","2025-12-20 15:09","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INTIMAX_SCULPT_METODO_RODOVANSKI (1).pdf","INTIMAX_SCULPT_METODO_RODOVANSKI (1).pdf",".pdf","138277","135.04 KB","2025-12-20 10:27","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INTIMAX_SCULPT_METODO_RODOVANSKI (2).pdf","INTIMAX_SCULPT_METODO_RODOVANSKI (2).pdf",".pdf","138277","135.04 KB","2025-12-20 10:27","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\INTIMAX_SCULPT_METODO_RODOVANSKI.pdf","INTIMAX_SCULPT_METODO_RODOVANSKI.pdf",".pdf","138277","135.04 KB","2025-12-20 10:27","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\Manual Completo das Redes Sociais_ Instagram Marke.pdf","Manual Completo das Redes Sociais_ Instagram Marke.pdf",".pdf","413745","404.05 KB","2025-11-19 04:13","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\Manual SEOGRAM Netlinks – Instagram.pdf","Manual SEOGRAM Netlinks – Instagram.pdf",".pdf","802018","783.22 KB","2025-11-19 04:15","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\METODO_INTIMAX_4_PAGINAS_SEPARADAS.pdf","METODO_INTIMAX_4_PAGINAS_SEPARADAS.pdf",".pdf","3751360","3.58 MB","2025-12-20 10:32","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\METODO_INTIMAX_PARTE2.pdf","METODO_INTIMAX_PARTE2.pdf",".pdf","1256715","1.2 MB","2025-12-20 14:20","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\METODO_INTIMAX_SCULPT_12_FOTOS_8_DEPOIMENTOS.pdf","METODO_INTIMAX_SCULPT_12_FOTOS_8_DEPOIMENTOS.pdf",".pdf","1886338","1.8 MB","2025-12-19 23:19","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\METODO_INTIMAX_SCULPT_COMPLETO.pdf","METODO_INTIMAX_SCULPT_COMPLETO.pdf",".pdf","4822972","4.6 MB","2025-12-20 10:33","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\METODO_INTIMAX_SCULPT_FINAL (1).pdf","METODO_INTIMAX_SCULPT_FINAL (1).pdf",".pdf","67757","66.17 KB","2025-12-20 10:28","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\METODO_INTIMAX_SCULPT_FINAL.pdf","METODO_INTIMAX_SCULPT_FINAL.pdf",".pdf","67757","66.17 KB","2025-12-20 10:25","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\METODO_INTIMAX_SCULPT_PREMIUM.pdf","METODO_INTIMAX_SCULPT_PREMIUM.pdf",".pdf","5216247","4.97 MB","2025-12-19 23:19","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\OPERAÇÃO EMBAIXADORAS DO IMPÉRIO RODOVANSKY™ — VER.pdf","OPERAÇÃO EMBAIXADORAS DO IMPÉRIO RODOVANSKY™ — VER.pdf",".pdf","1416719","1.35 MB","2025-12-12 17:49","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\Organico Instagram(@EQUIPE7NAPISTA) (2).pdf","Organico Instagram(@EQUIPE7NAPISTA) (2).pdf",".pdf","231231","225.81 KB","2025-12-22 13:36","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\Organico Instagram(@EQUIPE7NAPISTA).pdf","Organico Instagram(@EQUIPE7NAPISTA).pdf",".pdf","1735889","1.66 MB","2025-12-22 13:36","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\Promoção_Fim_de_Ano_Instituto_Rodovansky.pdf","Promoção_Fim_de_Ano_Instituto_Rodovansky.pdf",".pdf","72365314","69.01 MB","2025-12-15 17:12","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\Relatorio_CFO_Clínica_Rodovansky.pdf","Relatorio_CFO_Clínica_Rodovansky.pdf",".pdf","2167","2.12 KB","2025-12-11 14:16","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\Relatorio_Executivo_Instituto_Karina_Rodovansky.pdf","Relatorio_Executivo_Instituto_Karina_Rodovansky.pdf",".pdf","2449","2.39 KB","2025-12-23 22:49","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\Relatorio_Financeiro_Consolidado_Instituto_Karina_Rodovansky (1).pdf","Relatorio_Financeiro_Consolidado_Instituto_Karina_Rodovansky (1).pdf",".pdf","3943","3.85 KB","2025-12-20 00:43","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\Relatorio_Financeiro_Consolidado_Instituto_Karina_Rodovansky.pdf","Relatorio_Financeiro_Consolidado_Instituto_Karina_Rodovansky.pdf",".pdf","3943","3.85 KB","2025-12-16 19:38","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\Relatorio_Gastos_Estrutura_Digital_Instituto_Karina_Rodovansky.pdf","Relatorio_Gastos_Estrutura_Digital_Instituto_Karina_Rodovansky.pdf",".pdf","3367","3.29 KB","2025-12-23 22:04","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\PDFs\RODOVANSKY-ACADEMY.pdf","RODOVANSKY-ACADEMY.pdf",".pdf","3284268","3.13 MB","2025-12-17 17:31","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\TXTs\instagram.com-250 (2).txt","instagram.com-250 (2).txt",".txt","8740","8.54 KB","2025-12-22 13:36","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\TXTs\instagram.com-250.txt","instagram.com-250.txt",".txt","8740","8.54 KB","2025-12-22 13:36","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\TXTs\instagram.com.accounts.login.-250 (2).txt","instagram.com.accounts.login.-250 (2).txt",".txt","9009","8.8 KB","2025-12-22 13:36","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\TXTs\instagram.com.accounts.login.-250.txt","instagram.com.accounts.login.-250.txt",".txt","9009","8.8 KB","2025-12-22 13:36","2025-12-27 22:21"
"2_ARQUIVOS_SOLTOS\XLSXs\30_posts_dra_karina_planilha.xlsx","30_posts_dra_karina_planilha.xlsx",".xlsx","22870","22.33 KB","2025-12-22 11:34","2025-12-27 22:21"
"3_LOGS\_LISTA_COMPLETA_ARQUIVOS.csv","_LISTA_COMPLETA_ARQUIVOS.csv",".csv","12051","11.77 KB","2025-12-27 22:21","2025-12-27 22:21"
"3_LOGS\_RELATORIO_EXECUCAO.txt","_RELATORIO_EXECUCAO.txt",".txt","1164","1.14 KB","2025-12-27 22:21","2025-12-27 22:21"
